id	tweet	coding	sentiment	
1465771616986611719	@markpoloncarz Are the at or near capacity with Covid patients alone? Is there a way to increasing hospital staffing?	neutral commentary	neutral	
1465771616244310019	update to the update: No wonder I felt like poop and had some crazy anxiety yesterday. I woke up with a fever today. (Not covid) Thanks body.	neutral commentary	negative	
1465771615619268615	@HelenKennedy Narrator: it was covid. https://t.co/644qDTkFiB	neutral commentary	neutral	
1465771615489347590	@AWojnarowski1 @Archimides1982 @Karmstrong62 @SECNetwork @KevinSmithRB What do they call havin your very first 10 win szn ever post covid? As a fan of the Rebel/BlackBear/Landshark/LaneTrain/KKKFratboys ?  Pathetic? Yeahhhhh thats the word Watch out your DLine just layed down in front of traffic to stop it	neutral commentary	negative	
1465771614633709576	@ChrisCillizza well, Covid is pretty much over and Smollet committed a public fraud	neutral commentary	negative	
1465771614449065988	Quebec government left seniors’ homes unprotected at start of COVID-19 pandemic. #polqc https://t.co/On2dYve9lm	neutral analysis	negative	
1465771614239293440	Stocks fall as Fed considers pulling back economic support, and new COVID variant loom https://t.co/aE36eTUwmz	neutral analysis	neutral	
1465771613736026117	@michelle1206 @brianr1287 @CBCNews Countries with lowest mRNA vaccination rate are doing the best.	antivaccine commentary	neutral	
1465771611785764865	A U.S. testing system that fell short tracking earlier Covid-19 variants braces for first cases of Omicron https://t.co/agvVuLOGav @davidalim	provaccine analysis	neutral	
1465771610095316994	@SenSanders It’s far more pleasant to fantasize about space travel than to grapple with hugely difficult issues of humanity on Earth, including vast homelessness, deaths from overdoses, COVID, skyrocketing housing costs, white supremacists openly brandishing assault weapons, insurrection…	neutral commentary	negative	
1465771609025744900	@Anthony @Bachscore No you clown, Aaron Rodgers said he had a bone injury that would require surgery. He made a joke about it being covid toe b/c you irresponsible “journalists” tie everything health related to covid. Is research &amp; facts no longer required to be a journalist? 🤦‍♂️	neutral commentary	negative	
1465771606186377220	Can't believe Dec is here and I hardly met any of my closest of friends. 😭Shitty covid.	neutral commentary	negative	
1465771602281480193	@amcelha3 @JohnDublin10 @CrispyCX @4Clearsky @jimdtweet @Kenneth72712993 @Moderna5G_666 @sandcastle1975 @IngersolRobert @OscarsWild1 @BolzmannMichael @rln_nelson @HalBrow68884227 @AristotleMrs @BigRakaDoc @chimera414 @k_b_lvi @Stephen04880258 @GuyGadboisGuyG1 @thisisnothappen @basil_ireton @The_Ouroboros__ @DavidTaylorYork @GlennCarr6 @DawnTJ90 @keithamccluskey @Gordon_DHG @EricWil06256732 @wildweatherdan @robhon_ @try2golf @ejwwest @TWTThisIsNow @Tragiicomedy @covid_parent @Canadianworker2 @IanDJbrown2 @Narvuntien @dan613 @Boeing74 @organicdot @oakden_wolf @RobMeekel @25_cycle @sunsnowflowers @BridgetHolmstro @rockandroll432 @MassiMassian @DaveJohn0175 @TheDisproof The same for Clark County news. https://t.co/15zZT1wPIQ	neutral commentary	neutral	
1465771601358692359	@SimonKelly14 @Dave58590904 That’s the point, I’m not worrying AT ALL 😂  Where did I say anyone is dying from wearing a mask?! Doctors &amp; nurses should wear them when treating covid patients (WHO guidance) but wearing one to go in a shop is pointless &amp; for kids sat in class all day, unhealthy &amp; damaging.	neutral commentary	negative	
1465771601023094789	If you’ve had any of the other 45 million variants of Covid recently, are you immune to the one that can fool the jabs?	antivaccine commentary	negative	
1465771600544862210	@SaudiEmbassyUSA Can you clarify whether US passport holders (with 2 doses of Pfizer vaccination) can 1) transit at Turkey or Egypt before reaching Jeddah 2) need any quarantine?	provaccine commentary	positive	
1465771600519696386	@jimcramer did you just suggest the US military running forced vaccination on your television show?	antivaccine commentary	negative	
1465771600368877575	@alleighykatt That’s nice, I started a year ago when Covid started	neutral commentary	positive	
1465771597965541379	Are there people who actually spend all day long, every day arguing FOR or AGAINST the covid vaccine or are these actually bots?	neutral commentary	negative	
1465771597562794001	@markpoloncarz More public disinformation.  COVID cases only take up about 12% of ECMC.   Firing of qualified healthcare workers.....it's almost like it was part of the plan....	antivaccine commentary	negative	
1465771594983301125	Just got my #Moderna booster. Kiss my tuches, Omicron.	provaccine commentary	positive	
1465771594920325121	@shaunhashim @CSMFHT New Covid variant gonna try and eat all of us &lt;_&lt;;;	neutral commentary	negative	
1465771592617705478	@orchidtoys @DianeSnavely Hmmmm. So sex doesn’t exist? Just like racism? Sexism? Bigotry? Evolution? Covid? 🙈🙉🙊🐒🐒🐒💩💩💩	neutral commentary	negative	
1465771591736999936	@SGCHD is offering gift cards when you get your COVID jabs. Quick $100. https://t.co/YYO2pqYnWN https://t.co/LAxZQSMjzq	antivaccine commentary	negative	
1465771590361042945	@Iron_Mechanic @LadyJustice6910 guess we wont know for sure till the pfizer study is published in 55 years. hope results are better than some like the drug "chantix" for example.	antivaccine commentary	negative	
1465771590252122124	I love how their prime minister frames the mandate. All nations should see it this way and mandate the vaccine.   "The policy is “an act of justice for the vaccinated,” Prime Minister Kyriakos Mitsotakis said." https://t.co/uoNazPWZQJ	provaccine commentary	positive	
1465771589161660417	Ok, so there are pros as well as cons to covid https://t.co/HYHiMvGyJ5	neutral commentary	neutral	lol
1465771588301864961	@HeheWaitWhut Remember when people lost their minds over this moment about how this a good moment for everyone bc he said something nice and how he did the right thing with tiny dancer in the background it was like a movie, then the next week they replace her and everyone gets Covid.	neutral commentary	neutral	
1465771585877561347	@PaulTheRockStop @PrisonPlanet High risk of what? 90% of the population are vaccinated or covid recovered with antibodies, and if you are healthy and under under 60 your risk drops down further, these key words and all this rhetoric spread fear	provaccine commentary	negative	
1465771585084686337	@TheDailyShow @PeterHotez You were trying so  hard to push him into saying that the Omicron variant did not originate in any of of the African countries. Fact remains variants thrive in countries or continents with miserably low vaccination rates &amp; African countries fall in that class.	provaccine commentary	neutral	
1465771584606593032	@sickgirlmeg Son's father went to Florida on vacation pre-vaccine when deaths per day were spiking. Somehow avoided getting sick. Then caught COVID later, dropped child off and DIDN'T WEAR A MASK, THEN told us later he'd tested positive. He'd lied about getting vaccinated.	provaccine commentary	negative	
1465771584589811727	Not a single covid check either. 1 hour of queuing in the rain, obnoxious security staff. What a badly run venue. The promoter needs to apologise for the utter unacceptable chaos.@TicketmasterUK	neutral commentary	negative	
1465771581238661127	@StateDept 'Gayle Smith’s Service as the Coordinator for Global COVID-19 Response and Health Security' The wrong person for a critical role the US must play! Gayle is Mama TPLF, and Africans do not trust her! #UnityForEthiopia #NoMore #TPLFSURRENDERNOW #EthiopiaPrevails	neutral commentary	neutral	duplicate tweet different thread
1465771580701777923	@RefusnikClaz Its not a myth its a scientific fact proven. You are more likely to spread covid if you're unvaccinated. Reality is fun.	provaccine commentary	negative	
1465771574112358400	so what happens if you get the vaccine while you have COVID? someone asked me and I was like https://t.co/33y8rFBrXl	provaccine commentary	neutral	
1465771572443164689	@hueningkey I had so much school tea to tell my dad today omg The school staffing shortages are hitting our area and there’s a chance we’ll go virtual for a little bit because of it.(literally every high schooler is hoping for it💀) I have 2 teachers out this whole week cause of covid	provaccine commentary	negative	
1465771566403309570	@santiagomayer_ @malcolmkenyatta Fuck this shit... every video of him putting covid off needs to be looped	provaccine commentary	negative	
1465771564608151555	@Pfizer_UK Pfizer has corruption at its very core. Check out their billion dollar fines for falsifying data.	antivaccine commentary	negative	
1465771563287027719	The „walking on ice“ macro regime!   Did Powell snooker markets with „inflation not transitory“ message?  Eurodollar is hardly protection with taper outlook. Adieu 60-40.  Moderna, while existing vaccine does not fix Omicron?   Dicey. https://t.co/mQx6FHWtae	neutral commentary	negative	
1465771562225700868	Sen Ghoul, @SenRickScott, is chortling over "the prospect of unfavorable economic conditions next year as a 'gold mine' for his party" before the midterms bc of #COVID19, while paying #AntiVaxxers. Cynical, hypocritical and counterproductive, all at once. https://t.co/3APDGxRjOb	provaccine commentary	negative	
1465771560170577929	I just learned that the aunt of two of my oldest friends is in a coma in the ICU - She has Covid-19.  My friends are beyond distraught.  Why?  Their antivaxer family believes the aunt would have been fine had she taken some fucking herbs.  Such a waste of a life.  #COVID19	provaccine commentary	negative	
1465771559797284869	@ISAGCOVID19 @CMOIreland What about zero covid 🤡	neutral commentary	negative	
1465771559793082371	"Dr. Gordon Dow, infectious disease specialist, describes talk of long-range airborne transmission &amp; spread through poor ventilation as a 'myth.'" https://t.co/5HmcwztqD9 Is Canadian public health silent on this disinformation? @dfisman @BogochIsaac @CPHO_Canada #COVIDisAirborne	neutral analysis	negative	
1465771555879796746	ayyyy the COVID vaccine I got is the best one! ayyyyy	provaccine commentary	positive	
1465771552008552451	@jemelehill They do realize this cat is from the sports world right? But he's now an expert on covid	neutral commentary	negative	
1465771551593152512	Got my COVID booster shot! https://t.co/2fQDr7j43r	provaccine commentary	positive	
1465771551010263040	But we have had Covid-19 and have the antibodies to prove it.  Over to you!  I would wager its more like 15 million. https://t.co/96tY53zXX8	antivaccine commentary	neutral	
1465771550758498314	.@UtahDepOfHealth is reporting 511 #COVID19 patients currently hospitalized. 203 of those patients are in an ICU. At referral centers (where most COVID patients are being treated) the ICU beds are 96.3% occupied. @fox13 #utpol #Utah	news	neutral	
1465771550515281922	High Court Clears Mnangagwa Linked Covid-19 Tender Corruption Scam https://t.co/O1sfxP1NYK https://t.co/HGb88HxcZn	news	neutral	
1465771549907107852	https://t.co/niZgkyfXOR  Nope, not happening you "loser in chief".  I've HAD covid, I'm not shaking in my boots like you lefties, and I AM NOT WEARING A MASK OR GETTING THE KILLER JAB	antivaccine commentary	negative	
1465771549613604865	@MarkYoungTruth Let me guess. Trump stayed in the white house, never went golfing and told us about covid from the start. Warp speed meant nothing, drug companies worked fast because they knew working with Trump White House would slow them down while Trump was looking for his slice of the pie.	neutral commentary	negative	
1465771549592539142	Just a reminder that there’s not a single dose of COVID vaccine being administered right now that is FDA approved keep it up tho	antivaccine commentary	negative	
1465771547906428935	All I seeing there is 2000 covid cases 🥴 https://t.co/Kao49cYAZ8	neutral commentary	negative	
1465771546816004098	@RepSwalwell #OperationWarpSpeed yes #TrumpDelivered as he promised and #Biden has killed more people from #Covid than Trump did with #vaccines.  I traveled last year and this year. And I didn't sleep with a Chinese Spy named #FangFang like you to commit adultery. #liar and a #cheater	neutral commentary	negative	
1465771546463457282	@jimcramer If only the shots worked and prevented you from getting Covid.. but sure, let’s inject an experimental gene therapy in our veins and stick our heads in the sand. Oh and how nice the manufacturer’s are except from any and all liability. They love us so much!	antivaccine commentary	negative	
1465771545557540864	#elfontheshelf questions do they need to quarantine the elf again this year? or were Elf’s eligible for the Covid shot?	neutral commentary	neutral	
1465771545557495811	@JonesyCanuck @VP Easy fix? Gibraltar is 100% vaxxed, &amp; they just cancelled Christmas because of so many covid cases. Give your friggin head a shake.	antivaccine commentary	negative	
1465771540696424454	@OfficialPLT @Adele Can covid piss off so i can go back to Vegas please	neutral commentary	negative	
1465771540046352392	You’ll be killing the poor if the lockdown happens. Countries are still recovering from the setback of the first lockdown. Don’t stop the travels just make a covid test mandatory if positive, they go for quarantine, otherwise they’re free to live!!! Ffs	neutral commentary	negative	
1465771539668865030	#ODX Just need those approvals  "Travellers, regardless of vaccination status, will need to show results from a lateral flow test taken up to 48 hours before arrival, or a PCR test taken up to 72 hours before arrival." https://t.co/221mEs0i3p via @theirishpost	news	neutral	
1465771539014594563	So good to see #Massachusetts kick this off.  So critical for anyone who feels uncomfortable with getting a Vaccine.  See the link for the full article and details: https://t.co/JzKAGgFTII https://t.co/Gfi4tIn5x6	antivaccine commentary	positive	
1465771539010232322	@RandPaul #FJB #Congress #Omicron I swear I had covid in 2017. At same time there was 2 separate people that died in my apt building and"scabies outbreak" in OC, my apt building. I was diagnosed with "strep throat" &amp; given Ivermectin for the scabies. Covid was here before 2018!	neutral commentary	negative	lol
1465771538628714509	COVID-19 Testing Nurse (RN) - Omaha, NE https://t.co/dX6XessQKs	news	neutral	
1465771537894723591	Dr. Fauci's rebuttal spurs more attacks from Sen. Ted Cruz: America's 'most dangerous bureaucrat' https://t.co/qxpwrH9rfW	neutral commentary	negative	
1465771537202561031	I guess you reap what you sow... https://t.co/MFOEDmkBIq	neutral commentary	negative	
1465771536154046466	yo @jimcramer   this is the first “vaccination” in history that only protects you if everyone else gets jabbed https://t.co/9OZbs42NzQ	antivaccine commentary	negative	
1465771534430216197	@StateDept 'Gayle Smith’s Service as the Coordinator for Global COVID-19 Response and Health Security' The wrong person for a critical role the US must play! Gayle is Mama TPLF, and Africans do not trust her! #UnityForEthiopia #NoMore #TPLFSURRENDERNOW #EthiopiaPrevails	neutral commentary	negative	
1465771532727332866	In @nealstephenson's Termination Shock, one protagonist regularly runs his "PanScan" app to check for confirmed cases of COVID-19, COVID-23, and COVID-27 variants in the vicinity. 😬	neutral commentary	negative	
1465771525966118912	@JordanSchachtel @ezralevant Also many of the testing and PPE companies were started only to service covid demand. A whole industry has bloomed and boomed.	neutral commentary	negative	
1465771525781471242	@rick_denu Praying for you all! 🙏. Please get him off the Ventilator if this is COVID related and demand Invermectim.	antivaccine commentary	positive	
1465771525311709188	@alicesmellie On 24th December 2020 we had 70 Covid patients in my hospital By 29th December we had 150. By January 13th (my birthday) we had over 300 and our Intensive Care Unit had more than doubled in size (with 35 of 39 patients having Covid).   That was typical for NHS "Festive Season".	neutral commentary	negative	
1465771525022363658	Twitter strikes me as a good example of the abusive personal relationship writ large as COVID policy that Meredith Miller talks about in this interview. BTW, our addiction prevents us from opting out of this shitter. https://t.co/gPjDeSfI3v	neutral commentary	negative	
1465771524141551624	Is this real? I want it to be, but I have a hard time believing any news articles anymore  https://t.co/q6zqnef3lO	antivaccine commentary	neutral	
1465771520941248519	@Esther6556 @GovRonDeSantis Incorrect they died with covid not from. Ie I got shot and part of the tests find out I got had covid. Covid death counter increased by 1. If you don't believe me look at the cdc site and at the bottom it tells you the % that actually died from covid from the covid death counter	neutral commentary	neutral	
1465771518797955073	The life and tragic death of John Eyers – a fitness fanatic who refused the vaccine https://t.co/pFTuHQKVBQ	provaccine commentary	neutral	
1465771516432424966	@Roddy404 @DrDreddyMurphy nfl has more teams, more seating, more tv contracts, and an early fall-winter season.. both times the nba had to cut their seasons shorter, the nfl was virtually unaffected.. the biggest star in US basketball was under fire from covid deniers, nba literally played with no fans	neutral commentary	neutral	
1465771513232035841	@SpeakerPelosi @BennieGThompson @RepZoeLofgren @RepAdamSchiff @RepPeteAguilar @RepLizCheney @RepStephMurphy @RepRaskin @RepElaineLuria @SecBlinken @TheJusticeDept @SecDebHaaland @SecVilsack @SecRaimondo @SecMartyWalsh @SecBecerra @SecFudge @SecretaryPete @SecGranholm @SecCardona @SecVetAffairs @SecMayorkas @EPAMichaelRegan @ODNIgov @AmbassadorTai @USAmbUN @SBAIsabel @CNN @MSNBC @ABC @CBSLA @nytimes @GregAbbott_TX @FBI @CIA @OSHA_DOL @CDCgov @pfizer @POTUS @RepKinzinger @RepBrianFitz @RepMalliotakis @RepGarbarino @RepAGonzalez @TomReedCongress @RepFredUpton @repdonyoung @RepDonBacon @RepJohnKatko @NancyMace Waukesha was a hate crime. Epstein was murdered. Biden didn’t win 81 million votes. And COVID is a Chinese bioweapon. Just keeping it real.	antivaccine commentary	negative	
1465771512678559744	I doubt they have enough data to really know for sure, but Israel reporting current Pfizer vaccine still effective against "Omicron" variant. https://t.co/coEivZnkxj	provaccine commentary	positive	
1465771511600410624	@GMFWashington @PeculiarBaptist I’ve heard it several places. I think an NPR article but having trouble finding it now. This one mentions findings by “experts” of it being better able to evade vaccination. And of course everyone is talking about more boosters so it’s certainly implicit.  https://t.co/Y373ID0Qx8	antivaccine commentary	neutral	
1465771509624938503	"If you’re unfamiliar, Simpson’s Paradox is when a trend appears in separate groups but then disappears or reverses when you combine the groups. In this case, the confounding factors of age and vaccine uptake makes the ... chart useless."  - @flowingdata  https://t.co/N6JkJJGilC	provaccine analysis	neutral	
1465771509356670981	Omicron Variant – NEW COVID Variant Worse Than Delta? https://t.co/w8qVuG5jA7 via @YouTube	news	neutral	
1465771507876085761	‘New Covid variant will cause challenges for Beijing Olympics’ https://t.co/17DPufKoEw	news	negative	
1465771506605068290	@KDVR KDVR has multiple orgasms over every stupid COVID and face diaper fear porn posting.	antivaccine commentary	negative	
1465771504596049923	@JamesSaxton74 @jennyeclair Always a good idea to have some knowledge of a subject before making inane comments on public platform James. As a former healthcare professional, I will expand your knowledge by informing you that a Covid vaccine may only aid the recipient, but does not stop transmission.	provaccine commentary	positive	
1465771502263889921	Emergency nurse Jill Dempsey dies after catching Covid https://t.co/7e1ZEOkXaV https://t.co/NAtCQYAufs	news	negative	
1465771500787535873	@ClayTChapman @mbmddoc @Josethrac @KatiePavlich Thought so, quit bellowing at others to cure your Covid fear and paranoia and get you own body and mind right so you no longer have anything to fear	antivaccine commentary	negative	
1465771500036759554	PM on January Covid booster offer target https://t.co/zaCcqSwz9K	news	neutral	
1465771499579756552	In English: Alberta Health will announce this afternoon a case of the omicron COVID-19 variant has been detected in the province. #ableg https://t.co/pLDcMSxSqK	news	neutral	
1465771498820493317	@DemocracyDeb @RepSwalwell You know vaxd can contract and spread covid right? Imagine lining up for something for a third time when it didnt work the fist two times. https://t.co/Mn0yJves4T	antivaccine commentary	negative	
1465771498711531522	Pfizer and Johnson &amp; Johnson boosters are now available from the City of Chicago. Schedule an in-home vaccination appointment by calling 312-746-4835. Check out the fliers below to find out if you are eligible for a booster! https://t.co/qDbGEcGBKM	news	neutral	
1465771498698858504	@agustdvodk @hobidirection @HYBE_EDU I've been with them since 2016, I cried walking into the stadium, I had tickets to see them in Cottom Bowl 2 years ago but covid ruined those plans. I hope you get to see them soon💜	neutral commentary	neutral	
1465771498015281156	@RepWilson  #covaxin (a traditional vaccine) is the best Covid-19 vaccine not available because its sitting on the sidelines. #Ocugen #BharatBiotech America's should have a choice.  https://t.co/cyMsMSw4jl	antivaccine commentary	positive	
1465771497356734469	401,687. That’s the Biden death toll from Covid since he took over as President after January 20. That exceeds the media-tally of 400,000 deaths under Trump.	neutral analysis	negative	
1465771496706560005	Mark Steyn: Covid is bad - the free world’s response is worse https://t.co/GX067DVzEv via @YouTube	antivaccine commentary	negative	
1465771496308195328	@UrslanH we followed it from get go. majority of women in my family are doctors. it was engineered, for sinister purposes ,  but they included majority ordinary flu cases in covid count to make extreme action seem more plausible to  ruin small businesses, impose harmful leaky vaxx	antivaccine commentary	negative	
1465771496291422211	"#BodyLanguageExpert: #Fauci &amp; members of his "#CovidCartel" exhibit the ultimate in #innate #arrogance." https://t.co/EAG87EyqNi	antivaccine commentary	negative	
1465771495339151368	US Bans immigrant from entering its borders #covid 19 https://t.co/8N8C0hhDtK	news	neutral	
1465771494886232065	I wanted to share this great website with you https://t.co/ZLx2kiIgzO	neutral commentary	neutral	
1465771494529814535	I spoke with someone on the phone today. The entire family had been vaccinated and even the booster. All of them have the Covid now. Some not doing so well. 🤷‍♂️ https://t.co/56xuStUxDd	antivaccine commentary	negative	
1465771492990500871	Oh, this is convenient. As if on cue after months of just a few sniffles....  https://t.co/LuLghKxs0K	neutral commentary	negative	
1465771491774115842	@AshBash_Hunter Wow...black and white is the limit of your capacity to see the big picture...sad how you think The vaxx does indeed save lives..to say there is NO benefit to prevent catching Covid and absolutely prevent serious illness is tin foil hat stuff...you must like silver..Lots of it	provaccine commentary	negative	
1465771491728007168	@PaulAndersonNE6 @wealdengirl The freedom we have  Public Health Act 1984 s45E  (1)Regulations under section 45B or 45C may not include provision requiring a person to undergo medical treatment. (2)“ Medical treatment ” includes vaccination and other prophylactic treatment https://t.co/t0NvxfxiB3	antivaccine commentary	negative	
1465771490486407176	@Come_On_Ground @_Henn_Dawg1 @Daniel4493 @bvetter23 @amac0668 @benshapiro The flu vaccine is a vaccine which varies in effectiveness depending on dominant strain that year.   The newest COVID variants are 3-5 times more infectious than the original strain. Deaths would be much higher if it weren’t for vaccines. How do you not understand that?	provaccine analysis	negative	
1465771490230652929	@DEFUNDTHEBBC3 Which I’ll do but it sounds like they are locking people up who don’t. There’s nothing stopping the from killing them and labeling it a covid death. Their family and friends who got the shot already would believe that. This is just so insane. Thanks for letting me know.	antivaccine commentary	positive	
1465771488074682372	@drinkblot Quite careful. I’m used to dodging ppl in HWT and town before Covid so it was quite a simple transition	neutral commentary	neutral	
1465771487005233168	So far I have been tested 66 times. Each negative. We had to do twice weekly testing at work, then once weekly, and I have been exposed several times &amp; cared for patients with COVID.   I also bought my own n95s when we only had cheap (falling apart) face masks at job. https://t.co/jPo1UFtgbK	neutral commentary	neutral	
1465771486917050373	Canada is adding Nigeria, Malawi and Egypt to the list of African countries from which it is banning travellers amid concerns about the spread of COVID-19’s Omicron variant. https://t.co/1wYjjlIo7m	news	neutral	
1465771486355111951	First case of #omicron in Alberta as reported by our colleague Jean-Emmanuel. #yyc #yeg #covid #ableg https://t.co/TfQkk8fr0t	news	neutral	
1465771483964362757	@JasonMillerinDC @LozzaFox @Nigel_Farage Not with sales like those you won’t Jason! 🤣  Imagine having to blame it on UK covid rules, you can all still come, you’ve just got to take a test. 🤷‍♂️	neutral commentary	neutral	
1465771483448422404	@RobDemovsky Let's see, won't get COVID shot, but gets pain shot for the toe. Did he research that? Hypocrite?	provaccine commentary	negative	
1465771482722803713	@Myndfuneral @RelapseRecords @colorshifttt I saw you guys at st vitus in BK before covid (time well shows) and I caught doyle when he rolled through austin with nothing. I love this and absolutely cannot wait for this album. Come to austin!	neutral commentary	positive	
1465771482043322375	@Sorrelish “course towards heaven”? He wants to die of covid then? That tracks	neutral commentary 	negative	
1465771479266578435	Utah #coronavirus update:  @UtahDepOfHealth reports 511 current hospitalizations, 1,195 new cases and 20 new deaths.  https://t.co/kyAxM733Gq	news	neutral 	
1465771478541127684	@jellybelly185 @RepSwalwell Meanwhile you vaxxed people are spreading Covid as fast as unvaxxed, your a fool.	antivaccine commentary 	negative	
1465771477886717952	I got news for you this is done on a regular daily bases for everyone everywhere in the world. It is just being normalized thanks to covid. Next will be the always open  Zoom call in your house with a government minder like in 1984. https://t.co/c732w06UDS	antivaccine commentary 	negative	
1465771477639258116	@ScottPughsley At our school we have that covid variant that attacks chins. Must cause acne or something. Kids are well protected against it though.	neutral commentary 	neutral 	
1465771477274284032	On April 30, 2021, Ontario’s physician licensing body, (CPSO), issued a statement forbidding physicians from questioning or debating any or all of the official measures imposed in response to COVID-19.  Sign if you’re a concerned Physician. https://t.co/cpJ5M3YfFx	antivaccine commentary 	neutral 	
1465771476565602311	STOCKS MAKING THE BIGGEST MOVES MIDDAY: American Airlines $AAL, GAP $GPS, MODERNA $MRNA AND MORE #stocks #stockstowatch #stockmarket #smallcaps #microcaps #daytrader #invest #investment #investing  https://t.co/QDjJvzirxH	neutral commentary 	neutral 	
1465771476108386312	@owillis Adults 65 and older account for 16% of the US population but 80% of COVID-19 deaths in the US.  Could it have something to do with the way trump handled Covid.	neutral analysis	neutral 	
1465771473826627590	@gaku_kuwabara @PierreKory So Canada and JApan have almost the same rate of vaccination. Guess which country has less  deaths per mill?	antivaccine commentary 	negative	
1465771473596039168	@AnonCitizenUK The best is the warning: "Covid vaccine is safe for MOST  people." What about the rest?	antivaccine commentary 	negative	
1465771473277227015	@Farinances @sajidjavid A colleague informed me that I was ‘brave’ not having the jab. I work on a mental health team in a general hospital. Not brave, just not fearful or stupid. She terrified to go onto covid ward double jabbed as well. I haven’t even had a cough in the last two years	antivaccine commentary 	negative 	
1465771470085234690	@DavidEastwickUK @gregoclinton @BBCNews @AldiUK That's not even including the reports of how many of the "covid deaths" are actually from previous conditions and causes and only listed as covid death because they had it or traces of it despite the fact covid didn't kill them🤷‍♂️	antivaccine commentary	neutral	
1465771469670125569	This story by @thedalstonyears is moving and touching. Its also a painful but necessary read that brings the truth home. Her series on this subject brings faces to conspiracy - showing the real cost of ignorance - especially on those left behind.  https://t.co/MnjzZjCiLn	neutral commentary 	neutral	
1465771466843201540	@ryangerritsen Hospitals have always been playing the numbers game as they are funded to do so. If your ward not fullyou might get a few extra days and if there are others in the ER waiting to come up then you get the boot. some of these issues are not soley covid issues.	neutral commentary 	neutral	
1465771465282928645	@FergalBowers @rtenews Natural Immunity. NATURAL IMMUNITY Let's talk about this and debate. https://t.co/NzLGQUYezu https://t.co/qCpKsu9R1n	antivaccine commentary 	positive	
1465771465073041416	We know COVID and it's pretend variants are bullshit!! https://t.co/xceilNCI2c	antivaccine commentary 	negative 	
1465771464989290500	At 8 with Andy: Boris Johnson says his government is taking "balanced and proportionate measures" as it adapts to the new Omicron Covid variant	news	neutral 	
1465771463777165327	Our  Vaccination Information Night is tonight!  Tuesday, Nov. 30th @ 7:30 Have questions about the vaccines for you child? Join our TPH nurse in a meeting for the Ranchdale Community.    Please use this link:  https://t.co/TdeZf31Ips	provaccine commentary 	positive 	
1465771461839306761	@AdamBaldwin @ChrisLoesch 100 percent, only an idiot would take the vaccine so that you protect other people. It doesn't work with the flu vaccine and it won't work with the Covid vaccines. Yet MILLIONS are brain-washed into that thought process. I took the vaccine, but I did it for myself.	antivaccine commentary 	negative 	
1465771461554196482	RP-Cristante tests negative for COVID, will travel to Bologna https://t.co/rx24W79LNG	news	neutral	
1465771461235261441	Covid-19: Skipper sails past MIQ and into NZ with boatful of stranded Kiwis https://t.co/tBl6wLYLe8 Jacinda Adern is a disgrace with her locked boarders for NZ citizens. Kiwi’s are risking their lives sailing in dinghies to get home. It’s time to put Adern in a dinghy farewell.	news	neutral	
1465771460534939662	Hmm seems like some of my huge covid beneficiaries from last round are selling off.	neutral commentary	neutral	
1465771460467863561	@followthatnick Had the same thing August/September time, absolutely wiped me out pretty much every minute of the day and could never get myself going. I was convinced it was Covid related but never got any positive tests back!	neutral commentary	neutral	
1465771459238895620	@DFla56 @BichonAtLaw @GeorgeMcWhirter @YouCantBeSeri20 @DrAseemMalhotra @sajidjavid The Covid actuaries aren’t part of the ONS.	neutral commentary	neutral	
1465771455476555777	@beccamunz Oy. We went through a long delay too, even pre Covid. The good news is that supports are actually better when they finally arrive.  Hopefully you have a coordinator via Community Living or similar org. They are amazing at setting up needed services.	neutral commentary	positive	
1465771453119352838	The latest tale of a ‘healthy individual’ who regretted not getting vaccinated…  ..oh, and also had chronic asthma and, as you can see here, was likely a heavy steroid user. Something that causes high blood pressure, a leading comorbidity in Covid deaths https://t.co/njfLPxJFEh https://t.co/6iATfPpBvv	antivaccine commentary 	negative 	
1465771451869544448	Dutch officials said that they detected the omicron variant in samples collected almost 2 weeks ago: Another indication that the variant was already in the EU when countries banned air travel from S. Africa to stop omicron’s spread.  #Fem4PeoplesVaccine  https://t.co/SIddtha2iq	news 	neutral 	
1465771451802292229	@connorborst @trafficconehelp @Solylife @GVol15 @VincentRK What are the benefits in your eyes to vaccinating for MMR, varicella, dtap etc but not for covid?	provaccine commentary	neutral 	
1465771450023956486	@SelfHarmRes @UsforThemUK @EssexPR @Dr_Ellie @LucyGoBag @thelucyjohnston @collateralglbl @DrJBhattacharya @SunetraGupta @MartinKulldorff @toby00green 1/ A young generation traumatised for life https://t.co/qpu05OLLad https://t.co/U4aSu6zwqs severe consequences. Calling the children to account for the sins of their fathers, to the third and fourth generations https://t.co/5l8fBAoOgY https://t.co/Z1PTrx1FOt	neutral commentary 	negative 	
1465771449357148168	Id like to see every MPs portfolio of stocks &amp; shares, any shares they have in any company all their offshore accounts &amp; bank accounts in all family members names inc the cat the dog &amp; the fking goldfish, lets see why Boz Jav Wanker etc are pushing deadly Covid Vax	neutral commentary 	neutral 	
1465771448459571201	@CTVNews And how many more in Ontario died due to cancelled surgeries? "Thousands of Canadians died because COVID-19 delayed surgeries, doctors say" Full data is not available Partial data for the country: more than 4,000 for the period August to December 2020. https://t.co/dMsdxamIL2	news 	negative 	
